condition,val_auroc,val_f1,val_accuracy,val_threshold,test_auroc,test_f1,test_accuracy,test_threshold,train_n_subjects,train_n_epochs,val_n_subjects,val_n_epochs,test_n_subjects,test_n_epochs
raw,0.4861111111111111,0.6357142857142857,0.6470588235294118,0.3499999999999999,0.7941176470588235,0.6636363636363636,0.6756756756756757,0.3499999999999999,124,149224,17,5526,37,26346
ica,0.5694444444444444,0.6357142857142857,0.6470588235294118,0.43499999999999994,0.7205882352941176,0.6145833333333333,0.6216216216216216,0.43499999999999994,124,149224,17,5526,37,26346
wiener,0.5972222222222222,0.6357142857142857,0.6470588235294118,0.48999999999999994,0.7588235294117647,0.7027027027027027,0.7027027027027027,0.48999999999999994,124,149224,17,5526,37,26346
